frame,label,cy,cx,area,intensity,elongation,track_id,sequence
0,1.0,30.164529914529915,137.44017094017093,468.0,0.3778664469718933,2.288039119499376,0.0,0
0,2.0,21.432098765432098,80.20576131687243,243.0,0.4115043878555298,1.547597896930919,1.0,0
0,3.0,50.89460154241645,54.195372750642676,389.0,0.35850194096565247,1.9036997404544869,2.0,0
0,4.0,45.22727272727273,33.5,44.0,0.30183783173561096,1.2424644278685548,3.0,0
0,5.0,71.45588235294117,84.90441176470588,136.0,0.29990819096565247,1.587343267064943,4.0,0
0,6.0,81.74157303370787,36.449438202247194,178.0,0.44345787167549133,1.4157151266951207,5.0,0
0,7.0,93.26114649681529,92.39171974522293,314.0,0.33420318365097046,1.9405629789050984,6.0,0
0,8.0,92.01754385964912,59.94736842105263,114.0,0.3101001977920532,1.196811466826175,7.0,0
0,9.0,93.53097345132744,138.07079646017698,113.0,0.35983192920684814,1.8078611482439477,8.0,0
0,10.0,104.96907216494846,41.7319587628866,194.0,0.40780365467071533,1.445299942590287,9.0,0
1,1.0,21.196153846153845,79.04615384615384,260.0,0.3452188968658447,1.1251890627329988,1.0,0
1,2.0,31.292035398230087,136.55973451327435,452.0,0.3338262438774109,2.6062373685390345,0.0,0
1,3.0,49.92722371967655,54.64420485175202,371.0,0.2974754869937897,2.087582083110076,2.0,0
1,4.0,44.86206896551724,33.5,58.0,0.2883904278278351,1.0626982411733659,3.0,0
1,5.0,73.18713450292398,85.04093567251462,171.0,0.2850256562232971,1.3790910566758214,4.0,0
1,6.0,81.82722513089006,36.931937172774866,191.0,0.39761871099472046,1.2578940210319487,5.0,0
1,7.0,92.93769470404985,93.9221183800623,321.0,0.3016599416732788,1.9202965670591043,6.0,0
1,8.0,92.6036036036036,58.9009009009009,111.0,0.27631959319114685,1.0965100068478126,7.0,0
1,9.0,92.82291666666667,138.32291666666666,96.0,0.30301550030708313,1.6178553900460906,8.0,0
1,10.0,104.16,41.994285714285716,175.0,0.32987070083618164,1.0600380939202603,9.0,0
2,1.0,20.22962962962963,78.28148148148148,270.0,0.3167915642261505,1.0186783992901491,1.0,0
2,2.0,31.726114649681527,136.20169851380044,471.0,0.31702783703804016,2.7797955324427988,0.0,0
2,3.0,49.95923913043478,54.28804347826087,368.0,0.2915535271167755,1.954024753424573,2.0,0
2,4.0,45.34426229508197,33.622950819672134,61.0,0.257055401802063,1.322426066571252,3.0,0
2,5.0,75.08724832214764,85.69127516778524,149.0,0.24350492656230927,1.0449239737799725,4.0,0
2,6.0,81.99507389162562,37.07881773399015,203.0,0.3624021112918854,1.1811149046154776,5.0,0
2,7.0,93.42271293375394,95.43533123028391,317.0,0.2544701397418976,2.146833423057743,6.0,0
2,8.0,92.55474452554745,59.64963503649635,137.0,0.26566922664642334,1.4954456361359467,7.0,0
2,9.0,91.5,140.0,36.0,0.2538655996322632,1.58607219255619,8.0,0
2,10.0,99.29411764705883,41.794117647058826,34.0,0.2371009886264801,1.5993301519273044,9.0,0
3,1.0,19.561338289962826,76.99256505576209,269.0,0.24492685496807098,1.1807304113003045,1.0,0
3,2.0,31.726881720430107,136.1741935483871,465.0,0.2598746418952942,2.9647733938589096,0.0,0
3,3.0,49.87709497206704,54.08379888268156,358.0,0.25460490584373474,1.995465898489852,2.0,0
3,4.0,93.19438444924405,40.1792656587473,463.0,0.27874094247817993,3.3646961646362397,9.0,0
3,5.0,93.36544850498339,96.37873754152824,301.0,0.21645565330982208,2.221548893025549,6.0,0
3,6.0,92.26966292134831,138.1573033707865,89.0,0.28575658798217773,1.5110865135418383,8.0,0
4,1.0,32.38901098901099,135.52967032967032,455.0,0.21002502739429474,3.2556431445036456,0.0,0
4,2.0,18.895833333333332,69.89583333333333,48.0,0.16245722770690918,2.156962807476351,1.0,0
4,3.0,45.4,34.416666666666664,60.0,0.17763258516788483,2.133233652796748,10.0,0
4,4.0,52.51724137931034,53.27272727272727,319.0,0.22705939412117004,1.4431200426125899,2.0,0
4,5.0,88.17657657657658,94.04684684684685,555.0,0.1787717044353485,1.5992474209068215,6.0,0
4,6.0,92.21521739130435,40.18695652173913,460.0,0.21455897390842438,3.1260838650451306,9.0,0
4,7.0,93.3167701863354,58.975155279503106,161.0,0.19371594488620758,2.447424878829083,11.0,0
4,8.0,92.74444444444444,137.85555555555555,90.0,0.2365255206823349,1.7889681624089098,8.0,0
5,1.0,32.34032634032634,135.43822843822844,429.0,0.2053954005241394,3.488530180823043,0.0,0
5,2.0,18.622222222222224,68.46666666666667,45.0,0.16509202122688293,3.010349534896663,1.0,0
5,3.0,49.39655172413793,54.18390804597701,348.0,0.20021341741085052,2.400920437753312,2.0,0
5,4.0,45.627906976744185,33.76744186046512,43.0,0.14783765375614166,2.687445255694181,10.0,0
5,5.0,89.22727272727273,94.82213438735178,506.0,0.16278287768363953,1.6002865511981221,6.0,0
5,6.0,79.96103896103897,33.103896103896105,77.0,0.14743663370609283,1.7908496437609918,9.0,0
5,7.0,92.01315789473684,138.39473684210526,76.0,0.21873705089092255,2.517830040450503,8.0,0
5,8.0,101.4918918918919,42.935135135135134,185.0,0.1820700317621231,2.798136961268518,12.0,0
6,1.0,33.226063829787236,134.97606382978722,376.0,0.16960647702217102,3.7816007028913554,0.0,0
6,2.0,19.05263157894737,73.82236842105263,152.0,0.1320722997188568,1.154296629750806,1.0,0
6,3.0,46.93564356435643,56.25247524752475,202.0,0.17365513741970062,3.9344964618869884,2.0,0
6,4.0,45.5,34.5,32.0,0.13206642866134644,2.5,10.0,0
6,5.0,80.15730337078652,32.93258426966292,89.0,0.15101030468940735,2.1435674703418264,9.0,0
6,6.0,89.96503496503496,92.91958041958041,286.0,0.14135652780532837,3.5232553568848104,6.0,0
6,7.0,87.41891891891892,106.51351351351352,74.0,0.14574769139289856,3.1018079747285197,13.0,0
6,8.0,94.53125,58.28125,96.0,0.14858566224575043,3.4752431874141956,14.0,0
6,9.0,91.97142857142858,138.55714285714285,70.0,0.18809066712856293,2.4747405714040522,8.0,0
6,10.0,100.8529411764706,43.26470588235294,170.0,0.16502025723457336,3.3862051579642705,12.0,0
7,1.0,18.333333333333332,75.275,120.0,0.1303233802318573,2.7597111230507694,1.0,0
7,2.0,33.666666666666664,58.5,30.0,0.12064821273088455,2.6053557891157184,15.0,0
7,3.0,41.0,136.5,48.0,0.13219983875751495,3.2293298729878046,0.0,0
7,4.0,45.0,34.86206896551724,29.0,0.11788707226514816,3.7700714496117795,10.0,0
7,5.0,47.7906976744186,55.325581395348834,43.0,0.12383101880550385,1.8020356718993762,2.0,0
7,6.0,56.578947368421055,44.73684210526316,19.0,0.11503876000642776,2.9989614882265934,16.0,0
7,7.0,94.03755868544602,43.61971830985915,213.0,0.14238283038139343,5.590303470189394,12.0,0
7,8.0,83.45192307692308,88.88461538461539,104.0,0.13663583993911743,2.523418911958958,17.0,0
7,9.0,88.0701754385965,107.71929824561404,57.0,0.12820787727832794,3.552328052655672,13.0,0
7,10.0,91.5,138.84615384615384,26.0,0.11965064704418182,3.4441980198589035,8.0,0
7,11.0,98.9493670886076,98.40506329113924,79.0,0.12381602078676224,3.2053535041922903,6.0,0
8,1.0,15.363636363636363,74.0909090909091,11.0,0.10447819530963898,1.4168976552472359,1.0,0
8,3.0,37.81818181818182,134.27272727272728,55.0,0.11878632754087448,4.4486006161450025,0.0,0
8,4.0,33.0,58.5,14.0,0.1070113554596901,4.0,15.0,0
8,5.0,49.25333333333333,56.06666666666667,75.0,0.1260034739971161,3.6347712325991868,2.0,0
8,7.0,89.5,44.5,20.0,0.10665790736675262,5.744562646538029,12.0,0
9,1.0,48.724137931034484,55.93103448275862,58.0,0.12409979850053787,2.9025124360143937,2.0,0
9,2.0,90.0,45.166666666666664,42.0,0.10984776169061661,4.8878144916776,12.0,0
9,3.0,87.0,90.5,10.0,0.10413290560245514,2.8284271247461903,18.0,0
10,1.0,40.2,132.8,35.0,0.11400949954986572,5.546916907674379,19.0,0
10,2.0,90.28947368421052,45.026315789473685,76.0,0.11505554616451263,4.62899550996962,12.0,0
11,1.0,49.0,56.208333333333336,48.0,0.1148313656449318,4.059944299163103,20.0,0
0,1.0,18.363636363636363,24.90909090909091,44.0,0.2784566283226013,1.0730822396557507,0.0,1
